ref_id,SATS_score,GCSE_grade,GCE_AS_grade,Alevel_Maths_grade
1004512,101,4,D,C
1007922,115,6,B,A*
1005932,109,4,C,B
1004779,120,9,A,A*
1003545,98,4,C,B
1009388,105,3,D,C
1003200,103,2,D,C
1003466,85,1,U,U
1008109,101,5,D,B
1004975,98,3,E,D
1002186,106,5,B,A
1007469,104,6,B,A
1005679,119,7,A,A*
1007820,118,7,C,A*
1006567,102,4,D,C
1000136,90,3,E,D
1005061,113,4,C,A
1006140,98,2,U,E
1002998,119,8,A,A*
1001474,117,6,B,A*
1004246,99,5,C,B
1006740,90,4,U,D
1005026,120,7,B,A*
1003656,103,6,D,B
1002398,109,7,A,A*
1009163,92,2,E,D
1006375,100,4,D,C
1006578,109,6,D,B
1002438,105,4,D,B
1002215,100,3,D,C
1006344,113,5,B,A*
1001258,97,3,D,C
1002361,102,4,D,C
1009647,109,6,C,A
1001281,110,6,C,A
1008770,111,7,C,A*
1005180,97,3,D,C
1004659,90,1,E,E
1006723,114,6,A,A*
1006926,108,4,C,B
1003637,98,4,D,C
1002902,120,7,B,A*
1008716,107,5,C,A
1002304,117,5,B,A*
1001322,106,5,C,B
1006122,120,7,A,A*
1003399,120,8,A,A*
1006034,103,5,C,B
1002002,113,5,C,A
1002390,107,6,C,A
1003098,117,9,B,A*
1004416,97,4,C,B
1006935,109,6,B,A*
1007499,117,6,B,A*
1005021,87,2,E,E
1003486,94,2,E,D
1004173,92,2,U,E
1003115,104,3,D,C
1009312,111,4,B,A
1005182,118,7,B,A*
1005840,106,5,C,B
1006581,113,7,A,A*
1001808,93,2,U,E
1003536,96,2,D,D
1009549,103,4,C,B
1002074,107,5,D,B
1006413,103,6,E,B
1009148,88,2,U,E
1001001,103,3,C,B
1006492,96,2,E,D
1008463,111,6,B,A*
1003679,110,4,C,B
1004233,94,2,E,D
1001015,100,4,D,C
1000039,96,3,E,D
1008345,106,5,D,B
1001012,110,6,A,A*
1008254,100,3,E,D
1008895,113,5,B,A*
1005218,98,4,C,B
1003572,97,5,E,C
1008522,103,4,D,C
1002820,105,2,D,C
1003498,99,3,E,D
1007471,100,2,E,D
1003960,117,8,A,A*
1008257,102,3,B,B
1006575,97,4,D,C
1001776,104,6,B,A
1009573,103,3,C,B
1002741,101,4,C,B
1008300,107,6,D,B
1005295,115,6,B,A*
1001261,104,4,E,C
1000147,103,4,D,C
1003066,104,5,D,B
1008708,87,1,E,E
1000928,91,2,E,E
1001726,113,6,B,A*
1006226,119,8,A,A*
1007574,99,4,C,B
1007193,107,6,C,A
1000674,111,6,C,A
1008477,120,8,A,A*
1006131,115,5,B,A*
1008696,107,4,D,B
1000505,97,3,E,D
1002736,88,2,C,D
1007703,108,6,C,A
1008342,101,5,C,B
1009948,94,2,E,D
1002555,99,4,C,B
1004613,99,3,D,C
1003312,116,7,A,A*
1005833,110,6,C,A
1006270,102,5,C,B
1000803,117,8,A,A*
1001811,102,3,C,B
1005108,96,3,D,C
1009392,115,8,A,A*
1005424,109,5,B,A
1000677,92,4,U,D
1003768,104,4,D,C
1006608,102,4,U,D
1004011,94,2,E,D
1008978,117,5,B,A*
1007534,120,8,A,A*
1004621,96,3,E,D
1001201,110,6,C,A
1006613,100,3,C,C
1006009,103,4,D,C
1009335,99,5,D,C
1006186,92,5,D,C
1002259,107,5,B,A
1008454,95,2,D,D
1000831,104,6,B,A
1003130,105,4,A,A
1001402,103,5,D,B
1006078,94,4,E,D
1007350,101,3,D,C
1007133,114,6,A,A*
1007690,106,6,C,A
1002178,101,3,C,C
1004865,101,4,D,C
1007810,117,5,B,A*
1006292,90,2,E,E
1006822,110,5,C,A
1008785,94,4,D,C
1004140,109,5,B,A
1004341,100,5,C,B
1003035,90,1,U,U
1007630,90,4,E,D
1003236,103,6,C,A
1009216,110,5,C,A
1002634,98,2,E,D
1007124,115,6,C,A*
1009202,90,2,D,D
1002449,103,4,B,B
1003019,98,3,E,D
1006535,95,3,D,C
1005945,102,4,D,C
1001238,101,3,U,D
1006610,98,4,C,B
1001185,108,8,A,A*
1004841,106,3,D,C
1001090,108,6,B,A*
1006188,97,3,E,D
1003089,109,6,C,A
1003938,108,7,B,A*
1000738,84,2,U,U
1000535,100,4,D,C
1007064,111,6,A,A*
1005154,106,4,D,B
1002931,107,5,C,A
1001366,102,3,D,C
1003490,104,5,B,A
1009028,100,5,D,B
1007090,110,7,A,A*
1002102,103,5,B,A
1002203,111,5,C,A
1006866,97,4,D,C
1002181,102,4,C,B
1004952,101,4,D,C
1001210,108,5,B,A
1003963,106,4,B,A
1003125,106,6,C,A
1001411,120,7,A,A*
1002465,112,6,B,A*
1007202,102,4,C,B
1004186,120,8,A,A*
1004981,97,4,D,C
1004719,93,2,U,E
1004635,99,3,E,D
1006260,89,1,E,E
1001047,107,4,A,A
1009786,100,5,C,B
1005913,117,7,A,A*
1005287,104,3,C,B
1007711,104,4,D,C
1005070,108,5,B,A
1009115,89,1,U,U
1002812,106,6,E,B
1002118,110,6,A,A*
1008269,94,4,E,D
1001339,113,6,B,A*
1006372,104,5,C,B
1001592,110,3,C,B
1002649,109,5,B,A
1009757,117,7,A,A*
1003319,104,4,B,A
1005903,103,6,B,A
1005778,104,2,B,B
1000103,99,5,E,C
1003434,113,7,C,A*
1002083,97,4,D,C
1005378,105,4,D,B
1006762,100,3,D,C
1009197,109,5,B,A
1000454,110,6,B,A*
1002749,114,6,A,A*
1008151,102,3,D,C
1006400,104,5,C,B
1003298,100,5,D,B
1003691,102,4,D,C
1001787,109,5,C,A
1000011,115,5,C,A
1001782,96,3,D,C
1007075,109,6,C,A
1002103,112,7,C,A*
1005324,109,5,C,A
1000071,114,7,A,A*
1005870,100,3,U,D
1000543,95,3,E,D
1006175,94,2,E,D
1003661,115,5,C,A
1009906,110,6,B,A*
1003766,108,5,D,B
1008011,111,5,D,B
1009161,94,3,E,D
1008461,120,8,A,A*
1003823,107,5,D,B
1002474,107,5,C,A
1004456,110,6,A,A*
1004076,113,4,B,A
1006189,101,6,B,A
1009077,97,3,D,C
1002504,110,7,C,A*
1001236,120,7,A,A*
1008246,120,6,A,A*
1005326,120,7,A,A*
1000552,100,4,D,C
1006314,101,2,D,C
1004065,102,4,B,B
1007397,108,5,C,A
1007758,119,6,B,A*
1001576,95,3,E,D
1004120,118,7,B,A*
1003686,103,4,B,B
1005268,97,5,C,B
1005975,98,4,D,C
1005887,88,3,D,D
1007847,109,7,B,A*
1008804,102,6,C,A
1005119,93,2,D,D
1004575,95,4,E,D
1004870,103,3,C,B
1006446,117,8,B,A*
1004966,106,4,D,B
1001754,92,3,D,D
1006660,101,5,B,A
1001965,103,5,C,B
1005718,89,1,E,E
1002310,106,5,C,B
1004670,102,4,C,B
1000315,106,6,C,A
1004288,119,9,A,A*
1006063,115,8,C,A*
1002606,102,4,D,C
1002926,91,3,U,E
1006674,120,9,A,A*
1005314,110,3,C,B
1003662,109,4,E,C
1001697,102,6,C,A
1000106,109,4,B,A
1000804,100,6,C,B
1005977,105,5,E,C
1004498,101,4,E,C
1009160,108,5,D,B
1009126,96,3,D,C
1003377,101,3,D,C
1005507,106,6,C,A
1009252,106,4,D,B
1006997,120,8,A,A*
1002188,84,1,U,U
1003828,112,5,B,A*
1004413,117,8,C,A*
1007506,88,2,U,E
1002758,100,4,C,B
1006123,99,5,C,B
1003252,89,4,E,D
1006327,97,4,C,B
1009386,99,3,E,D
1007271,120,7,A,A*
1005429,111,6,B,A*
1000240,118,7,B,A*
1003822,108,5,C,A
1008006,96,3,E,D
1001452,100,4,D,C
1003210,111,6,B,A*
1008158,90,3,E,D
1006973,108,5,B,A
1009644,98,4,C,B
1005341,101,3,D,C
1000950,114,6,C,A*
1000293,107,6,D,B
1005453,101,4,C,B
1007588,117,6,B,A*
1009154,100,3,E,D
1003394,110,6,C,A
1003083,112,5,C,A
1005605,99,3,B,B
1004549,112,4,C,A
1009451,101,4,C,B
1002729,114,6,B,A*
1009157,97,5,B,B
1005548,99,5,C,B
1003921,115,5,B,A*
1000998,98,2,C,C
1003820,98,3,D,C
1000253,94,3,E,D
1008762,108,4,A,A*
1004025,95,3,E,D
1007815,116,7,B,A*
1001142,88,1,U,U
1003713,117,7,A,A*
1009511,110,3,B,A
1002445,111,4,D,B
1006295,96,3,U,D
1009321,102,6,C,A
1005274,104,5,D,B
1007231,109,7,B,A*
1001928,106,3,D,C
1007280,108,4,D,B
1001769,107,5,B,A
1003075,105,4,D,B
1005922,107,6,B,A*
1009502,85,1,U,U
1006523,94,3,U,E
1006782,111,5,B,A*
1003380,108,4,C,B
1006194,101,5,D,B
1008305,104,6,C,A
1003373,103,6,C,A
1003872,94,6,E,C
1008936,95,5,D,C
1008883,102,4,B,B
1006037,98,3,E,D
1001487,107,5,C,A
1006436,90,4,D,C
1008504,110,7,B,A*
1000582,99,5,C,B
1004406,112,6,C,A
1006433,110,5,B,A
1004854,117,7,B,A*
1008552,109,5,C,A
1005405,93,1,E,E
1006858,95,3,D,C
1002685,98,4,C,B
1002769,104,5,C,B
1009641,114,5,B,A*
1007186,99,3,D,C
1001690,106,4,C,B
1006272,96,3,U,D
1006524,94,4,E,D
1004492,93,3,U,E
1007208,99,4,D,C
1005390,97,1,E,D
1005765,90,3,E,D
1008007,110,6,B,A*
1002319,96,1,E,E
1000572,120,9,A,A*
1001634,109,5,C,A
1000441,106,5,C,B
1003253,99,4,C,B
1006620,108,6,C,A
1000347,103,3,C,B
1004255,107,5,C,A
1001009,120,9,A,A*
1006475,109,5,C,A
1009893,119,7,B,A*
1008297,102,4,D,C
1005417,96,5,C,B
1006739,120,7,B,A*
1001289,102,3,D,C
1002087,120,7,A,A*
1001077,114,7,B,A*
1009123,105,5,D,B
1005668,113,7,B,A*
1009491,117,5,B,A*
1002571,116,4,B,A*
1000201,93,1,E,E
1008606,94,4,C,C
1009024,102,2,E,D
1000875,106,4,D,B
1000912,110,7,C,A*
1000578,103,6,C,A
1008987,89,2,U,E
1006519,106,5,B,A
1007872,112,6,B,A*
1000932,114,6,B,A*
1005008,116,6,A,A*
1007236,115,6,B,A*
1006725,108,5,C,A
1002211,99,4,C,B
1003789,90,2,U,E
1001467,108,5,D,B
1004365,105,4,B,A
1000938,107,6,C,A
1005877,96,3,U,D
1006670,99,4,D,C
1005134,113,6,B,A*
1008524,99,3,E,D
1001645,109,6,C,A
1004014,105,4,D,B
1002742,109,4,C,B
1003147,111,5,A,A*
1007480,102,4,C,B
1003076,107,6,C,A
1000042,101,4,D,C
1002536,104,3,C,B
1003604,101,5,C,B
1009287,105,5,C,B
1009345,101,2,C,C
1007725,113,7,B,A*
1007206,99,5,D,C
1002910,101,2,E,D
1006401,102,3,D,C
1004481,116,5,A,A*
1003740,107,5,C,A
1001858,112,7,B,A*
1001640,92,3,D,D
1008656,107,6,C,A
1009570,113,7,C,A*
1007281,106,6,C,A
1003911,119,7,C,A*
1006125,98,4,D,C
1000040,116,7,B,A*
1002716,119,7,A,A*
1005331,103,4,D,C
1000544,98,4,D,C
1002339,116,7,A,A*
1007660,117,8,A,A*
1002478,102,4,E,C
1003491,100,3,D,C
1000189,101,4,C,B
1004230,99,3,D,C
1003416,99,2,U,E
1007905,95,3,D,C
1000200,98,5,D,C
1008240,110,5,D,B
1003004,106,5,C,B
1007797,115,7,A,A*
1003695,95,2,D,D
1008751,111,5,B,A*
1000044,102,4,B,B
1005691,101,5,C,B
1004477,107,6,B,A*
1006124,94,3,E,D
1007723,110,6,B,A*
1005665,105,6,B,A
1009072,108,6,C,A
1006532,111,6,C,A
1009617,120,8,A,A*
1004017,99,3,C,C
1002292,99,4,D,C
1000647,97,3,E,D
1009073,103,4,D,C
1004899,99,4,C,B
1009195,113,8,B,A*
1002168,114,7,B,A*
1002155,98,3,D,C
1008726,99,4,D,C
1006080,105,5,C,B
1002300,104,4,C,B
1008122,108,6,B,A*
1007938,106,5,C,B
1001631,89,2,E,E
1001623,117,6,B,A*
1009650,118,7,A,A*
1001285,100,3,D,C
1009228,106,3,D,C
1006158,108,5,C,A
1004664,105,6,B,A
1005321,108,6,C,A
1003391,120,8,A,A*
1007118,107,4,C,B
1000598,99,4,E,C
1001739,96,3,E,D
1002043,101,4,E,C
1009449,109,6,B,A*
1008763,114,7,A,A*
1004793,103,4,C,B
1008651,110,5,C,A
1007900,101,3,B,B
1008244,112,7,B,A*
1008635,120,8,A,A*
1007745,99,4,C,B
1008076,100,5,D,B
1001542,114,6,B,A*
1004911,113,4,A,A*
1004468,120,8,A,A*
1008752,107,6,B,A*
1000789,100,4,B,B
1002945,114,6,B,A*
1005807,116,7,B,A*
1005955,112,5,A,A*
1002146,110,5,B,A
1009103,113,7,A,A*
1000592,116,6,B,A*
1007165,115,7,A,A*
1003830,111,4,C,B
1004051,99,3,B,B
1000641,104,5,D,B
1003879,113,7,A,A*
1007146,97,2,E,D
1000649,105,5,C,B
1008795,100,4,D,C
1005539,101,6,D,B
1006447,117,6,A,A*
1006383,106,5,C,B
1003230,100,4,D,C
1009514,92,3,E,D
1007312,112,6,C,A
1000581,109,5,C,A
1004444,120,8,A,A*
1003900,102,4,D,C
1008412,108,5,C,A
1008226,103,5,C,B
1000833,119,7,A,A*
1004859,102,5,A,A
1007876,107,4,C,B
1002930,110,5,C,A
1001624,105,4,B,A
1008408,98,4,D,C
1005856,106,5,B,A
1005077,118,7,B,A*
1002730,93,4,E,D
1007832,111,4,C,B
1009578,99,4,D,C
1000721,115,7,B,A*
1002890,90,2,D,D
1005463,98,3,E,D
1002116,107,4,B,A
1006837,114,8,B,A*
1003881,104,5,C,B
1007513,99,4,D,C
1002549,120,8,B,A*
1001343,90,1,U,U
1006438,88,2,U,E
1007821,109,5,C,A
1003539,98,4,D,C
1006543,99,3,E,D
1001652,109,7,A,A*
1006949,99,4,D,C
1003365,102,5,C,B
1009593,91,3,E,D
1005435,109,7,C,A*
1000430,112,5,C,A
1003957,103,4,C,B
1004894,120,8,B,A*
1001464,100,3,D,C
1009051,91,4,U,D
1007387,102,4,E,C
1003646,102,4,C,B
1002757,114,6,A,A*
1009895,101,6,D,B
1009602,111,5,B,A*
1004130,98,2,E,D
1004838,117,8,B,A*
1006017,102,4,C,B
1001622,113,7,B,A*
1009442,101,5,D,B
1005809,109,7,B,A*
1002637,111,5,A,A*
1003552,109,6,B,A*
1003478,101,5,C,B
1003237,112,6,B,A*
1003889,104,5,B,A
1004338,112,6,A,A*
1008768,105,5,C,B
1005372,116,7,B,A*
1009929,101,4,C,B
1004722,116,8,A,A*
1000892,107,5,D,B
1001712,95,3,U,D
1009720,107,3,D,C
1002163,99,3,B,B
1007835,117,6,A,A*
1003043,101,4,E,C
1006427,99,4,C,B
1008665,91,2,E,E
1007748,104,3,C,B
1007457,84,1,U,U
1009200,96,3,U,D
1005207,112,5,B,A*
1005001,104,8,D,A
1008060,109,6,C,A
1000837,96,3,D,C
1003099,106,4,B,A
1004926,108,5,D,B
1009159,96,3,D,C
1004825,120,7,C,A*
1005278,111,7,A,A*
1000374,105,4,D,B
1004387,108,5,C,A
1002316,106,4,C,B
1008073,91,1,U,U
1008663,101,5,D,B
1004871,98,4,E,C
1007363,93,3,E,D
1003212,103,4,C,B
1000590,120,9,A,A*
1003310,114,7,B,A*
1005272,103,4,E,C
1006020,109,4,B,A
1000152,113,9,B,A*
1005231,114,6,A,A*
1005294,109,5,D,B
1001250,102,3,C,B
1006542,114,6,B,A*
1000750,108,6,C,A
1004842,111,7,A,A*
1002710,108,5,B,A
1006647,113,6,B,A*
1001457,100,6,C,B
1009933,116,7,C,A*
1007702,106,5,E,C
1005637,120,7,A,A*
1006121,97,4,E,C
1004883,120,8,A,A*
1007063,107,6,C,A
1009183,99,4,E,C
1001284,99,4,C,B
1002578,98,6,D,B
1001013,112,6,C,A
1002328,111,5,C,A
1009530,96,2,E,D
1001775,107,5,C,A
1004378,120,9,A,A*
1008699,119,6,A,A*
1000840,113,5,C,A
1000423,106,5,D,B
1000494,102,5,D,B
1001458,111,5,A,A*
1002467,98,4,E,C
1007481,101,4,B,B
1007395,93,1,E,E
1007904,103,6,C,A
1003489,113,5,B,A*
1009624,99,5,D,C
1004731,115,8,A,A*
1002468,95,4,D,C
1002922,95,2,U,E
1007670,107,5,C,A
1005519,111,6,A,A*
1002112,117,7,B,A*
1000172,98,3,C,C
1009627,113,6,A,A*
1003007,108,4,D,B
1006470,104,4,D,C
1001217,115,7,A,A*
1000149,115,6,C,A*
1000118,91,2,U,E
1005449,116,6,A,A*
1002839,120,6,A,A*
1009367,104,5,D,B
1007316,103,5,B,A
1004544,110,6,B,A*
1004004,107,5,C,A
1000660,103,2,C,C
1006773,97,5,C,B
1006738,102,5,E,C
1001770,112,6,B,A*
1001226,108,5,D,B
1007551,104,3,D,C
1009278,108,7,C,A
1000074,80,1,U,U
1006347,109,6,A,A*
1005711,94,2,U,E
1004640,106,4,D,B
1009010,95,4,E,D
1005771,94,4,E,D
1000164,116,6,B,A*
1002851,106,4,E,C
1009901,109,5,C,A
1002129,103,4,B,B
1007756,104,7,C,A
1003036,102,6,B,A
1008834,95,3,U,D
1007185,111,7,C,A*
1009173,102,5,E,C
1006811,91,2,D,D
1004291,98,4,D,C
1006931,113,8,A,A*
1000982,116,5,B,A*
1007739,105,6,D,B
1001297,107,4,C,B
1005283,104,5,C,B
1003821,120,8,A,A*
1001983,112,6,C,A
1001541,108,5,A,A*
1006279,114,6,B,A*
1002750,107,5,D,B
1005184,94,5,E,C
1001807,108,3,C,B
1004181,106,4,C,B
1006779,106,4,D,B
1006836,111,5,B,A*
1001502,106,6,B,A*
1004679,109,7,A,A*
1009209,106,5,B,A
1005836,102,4,C,B
1006365,90,3,U,E
1004916,114,5,B,A*
1009713,107,7,C,A
1003146,114,6,C,A*
1008921,80,1,U,U
1009140,119,7,A,A*
1006876,105,4,E,C
1007223,116,8,C,A*
1000094,91,4,D,C
1002054,111,7,C,A*
1003842,95,2,U,E
1002455,99,4,D,C
1000579,116,8,A,A*
1001010,101,5,D,B
1005173,110,4,B,A
1000260,112,7,C,A*
1003850,108,6,C,A
1000861,106,4,C,B
1005846,109,4,C,B
1001417,120,9,A,A*
1001732,104,7,D,B
1006556,110,4,C,B
1009229,116,6,A,A*
1004872,115,7,A,A*
1009003,115,5,A,A*
1004745,112,5,B,A*
1005203,97,2,D,D
1009440,120,8,A,A*
1005472,99,4,D,C
1000280,104,5,B,A
1008275,96,3,D,C
1004510,102,4,B,B
1001368,111,5,B,A*
1000883,103,4,A,A
1004056,110,5,B,A
1004187,119,8,A,A*
